,Type,Sex,Size,Age,Outcome Type,Intake Condition,First_Color,Second_Color,First Breed,Second Breed
14778,DOG,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,TAN,BROWN,ROTTWEILER,MIX
14780,DOG,Male,KITTN OR PUPPY,0.23,ADOPTION,HEALTHY,WHITE,TAN,PARSON RUSS TER,CHIHUAHUA SH
14782,DOG,Male,KITTN OR PUPPY,0.23,ADOPTION,HEALTHY,WHITE,BROWN,PARSON RUSS TER,CHIHUAHUA SH
14784,DOG,Male,KITTN OR PUPPY,0.23,ADOPTION,HEALTHY,WHITE,BROWN,PARSON RUSS TER,CHIHUAHUA SH
14790,DOG,Male,KITTN OR PUPPY,0.23,ADOPTION,HEALTHY,WHITE,TAN,PARSON RUSS TER,CHIHUAHUA SH
14791,DOG,Male,LARGE,1.98,EUTHANIZE,HEALTHY,BLACK,,PIT BULL,
14792,DOG,Male,LARGE,0.96,ADOPTION,HEALTHY,WHITE,,GERM SHEPHERD,
14800,CAT,Female,MED,1.98,EUTHANIZE,HEALTHY,BLACK,,DOMESTIC MH,
14801,CAT,Female,KITTN OR PUPPY,0.02,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC SH,
14802,CAT,Male,KITTN OR PUPPY,0.02,ADOPTION,TREATABLE/REHAB,ORG TABBY,,DOMESTIC SH,
14803,CAT,Female,SMALL,0.84,ADOPTION,TREATABLE/REHAB,TORTIE,,DOMESTIC SH,
14807,CAT,Male,KITTN OR PUPPY,0.02,ADOPTION,TREATABLE/REHAB,ORG TABBY,,DOMESTIC SH,
14809,CAT,Male,SMALL,1.98,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC LH,
14810,CAT,Female,SMALL,2.0,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
14811,CAT,Female,KITTN OR PUPPY,0.02,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
14813,CAT,Female,SMALL,1.47,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
14819,CAT,Male,SMALL,1.98,EUTHANIZE,HEALTHY,WHITE,BLACK,DOMESTIC SH,
14821,CAT,Female,KITTN OR PUPPY,0.29,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14822,DOG,Female,MED,0.31,ADOPTION,HEALTHY,BROWN,BLACK,GERM SHEPHERD,Other
14824,DOG,Female,LARGE,0.59,ADOPTION,HEALTHY,Other,,MIX,Other
14825,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
14826,CAT,Female,KITTN OR PUPPY,0.19,ADOPTION,TREATABLE/REHAB,TORTIE,,DOMESTIC SH,
14827,CAT,Female,SMALL,2.0,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
14828,CAT,Female,MED,1.93,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14830,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,BROWN,BLACK,ROTTWEILER,LABRADOR RETR
14832,DOG,Male,SMALL,10.99,ADOPTION,HEALTHY,WHITE,BLACK,CHIHUAHUA SH,
14833,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,BROWN,BLACK,PIT BULL,MIX
14835,CAT,Female,SMALL,6.0,EUTHANIZE,HEALTHY,WHITE,BLACK,DOMESTIC SH,
14836,DOG,Female,SMALL,11.99,ADOPTION,HEALTHY,TAN,,Other,
14838,CAT,Female,SMALL,8.94,EUTHANIZE,UNTREATABLE,CALICO,Other,DOMESTIC MH,
14839,CAT,Male,SMALL,2.0,ADOPTION,HEALTHY,Other,,DOMESTIC SH,
14841,DOG,Male,LARGE,1.62,ADOPTION,TREATABLE/REHAB,BLACK,,PIT BULL,LABRADOR RETR
14842,CAT,Female,SMALL,1.38,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14843,DOG,Female,SMALL,4.0,ADOPTION,HEALTHY,Other,,POODLE MIN,
14845,CAT,Male,SMALL,2.05,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC SH,
14846,DOG,Male,LARGE,2.0,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,
14849,CAT,Unknown,SMALL,1.98,EUTHANIZE,UNTREATABLE,GRAY TABBY,,DOMESTIC SH,
14855,DOG,Female,SMALL,1.98,ADOPTION,HEALTHY,WHITE,,CAIRN TERRIER,MIX
14856,DOG,Male,SMALL,1.44,ADOPTION,HEALTHY,WHITE,BROWN,CHIHUAHUA SH,MIX
14861,DOG,Male,SMALL,0.23,ADOPTION,HEALTHY,WHITE,,CAIRN TERRIER,MIX
14864,CAT,Male,KITTN OR PUPPY,0.11,ADOPTION,TREATABLE/REHAB,ORG TABBY,,DOMESTIC SH,
14865,CAT,Female,KITTN OR PUPPY,0.1,ADOPTION,TREATABLE/REHAB,BRN TABBY,,DOMESTIC MH,
14867,CAT,Female,KITTN OR PUPPY,0.11,ADOPTION,TREATABLE/REHAB,ORG TABBY,,DOMESTIC SH,
14878,CAT,Female,KITTN OR PUPPY,0.1,ADOPTION,TREATABLE/REHAB,ORG TABBY,,DOMESTIC SH,
14879,CAT,Female,KITTN OR PUPPY,0.11,ADOPTION,TREATABLE/REHAB,WHITE,Other,DOMESTIC SH,
14880,DOG,Male,TOY,15.01,EUTHANIZE,TREATABLE/MANAGEABLE,TAN,,CHIHUAHUA SH,
14881,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,BRN TABBY,,DOMESTIC SH,
14882,CAT,Male,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
14884,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14885,CAT,Male,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
14887,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,WHITE,BROWN,PIT BULL,MIX
14890,DOG,Female,LARGE,1.0,ADOPTION,HEALTHY,Other,,GERM SHEPHERD,MIX
14891,CAT,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,GRAY TABBY,,DOMESTIC SH,
14893,CAT,Female,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,ORG TABBY,,DOMESTIC SH,
14894,CAT,Male,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
14896,CAT,Male,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
14899,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,TORTIE,GRAY,DOMESTIC SH,
14900,DOG,Male,SMALL,0.2,ADOPTION,TREATABLE/REHAB,WHITE,,POMERANIAN,
14901,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
14902,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
14904,CAT,Male,KITTN OR PUPPY,0.19,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
14909,DOG,Female,MED,9.25,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,AUST CATTLE DOG,MIX
14911,CAT,Female,SMALL,0.33,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
14913,CAT,Female,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
14914,DOG,Male,MED,1.42,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,MIX
14915,CAT,Female,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
14917,CAT,Male,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
14919,CAT,Male,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
14920,CAT,Female,KITTN OR PUPPY,0.13,ADOPTION,TREATABLE/REHAB,BLACK,,DOMESTIC SH,
14923,DOG,Male,LARGE,2.97,ADOPTION,HEALTHY,BROWN,BLACK,DOBERMAN PINSCH,MIX
14925,DOG,Female,MED,1.03,ADOPTION,HEALTHY,WHITE,BLACK,SIBERIAN HUSKY,
14927,CAT,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
14928,CAT,Unknown,KITTN OR PUPPY,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,DOMESTIC SH,
14929,DOG,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
14931,DOG,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
14932,DOG,Female,MED,0.35,ADOPTION,HEALTHY,BROWN,BLACK,GERM SHEPHERD,Other
14933,DOG,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
14936,DOG,Male,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
14938,DOG,Male,MED,0.42,ADOPTION,HEALTHY,WHITE,TAN,LABRADOR RETR,Other
14939,CAT,Female,SMALL,0.33,ADOPTION,HEALTHY,WHITE,GRAY,DOMESTIC SH,
14940,CAT,Female,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
14943,DOG,Female,SMALL,0.73,ADOPTION,HEALTHY,WHITE,BLACK,RAT TERRIER,MIX
14945,CAT,Male,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
14946,DOG,Male,KITTN OR PUPPY,0.64,ADOPTION,HEALTHY,Other,,DACHSHUND,CHIHUAHUA SH
14954,DOG,Male,LARGE,1.98,EUTHANIZE,HEALTHY,WHITE,,Other,
14955,CAT,Female,SMALL,1.98,EUTHANIZE,UNTREATABLE,TAN,BROWN,DOMESTIC SH,
14956,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14965,DOG,Male,KITTN OR PUPPY,0.22,ADOPTION,HEALTHY,Other,,PIT BULL,MIX
14967,CAT,Male,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14968,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14981,CAT,Unknown,SMALL,3.0,EUTHANIZE,UNTREATABLE,GRAY TABBY,,DOMESTIC SH,
14984,CAT,Female,KITTN OR PUPPY,0.39,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
14985,DOG,Male,LARGE,5.44,EUTHANIZE,UNTREATABLE,WHITE,GRAY,PIT BULL,
14987,CAT,Female,SMALL,1.09,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
14992,DOG,Male,LARGE,2.0,EUTHANIZE,UNTREATABLE,WHITE,BR BRINDLE,BOXER,MIX
14994,DOG,Female,MED,1.42,ADOPTION,HEALTHY,WHITE,BLUE,PIT BULL,
14996,DOG,Male,MED,1.98,EUTHANIZE,UNTREATABLE,TRICOLOR,,Other,
14997,CAT,Female,SMALL,10.01,ADOPTION,HEALTHY,CALICO,,DOMESTIC MH,
14999,CAT,Female,SMALL,6.0,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
15000,DOG,Female,LARGE,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLACK,Other,
15005,DOG,Female,MED,2.0,EUTHANIZE,UNTREATABLE,Other,,PIT BULL,
15006,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
15008,CAT,Female,SMALL,2.89,ADOPTION,HEALTHY,TORTIE,,DOMESTIC SH,
15014,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
15016,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
15018,CAT,Female,KITTN OR PUPPY,0.33,ADOPTION,HEALTHY,GRAY,Other,DOMESTIC SH,
15020,CAT,Male,KITTN OR PUPPY,0.41,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
15022,CAT,Male,KITTN OR PUPPY,0.32,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
15024,CAT,Male,KITTN OR PUPPY,0.41,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
15027,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
15032,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
15033,CAT,Female,KITTN OR PUPPY,0.41,ADOPTION,HEALTHY,WHITE,Other,DOMESTIC SH,
15035,DOG,Male,KITTN OR PUPPY,0.18,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,
15039,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
15042,CAT,Female,SMALL,0.98,EUTHANIZE,HEALTHY,WHITE,BRN TABBY,DOMESTIC MH,
15043,CAT,Female,SMALL,7.96,EUTHANIZE,UNTREATABLE,CALICO,,DOMESTIC SH,
15045,CAT,Female,KITTN OR PUPPY,0.35,ADOPTION,TREATABLE/REHAB,WHITE,BRN TABBY,DOMESTIC SH,
15046,CAT,Female,SMALL,0.5,ADOPTION,HEALTHY,BRN TABBY,,DOMESTIC SH,
15049,CAT,Female,SMALL,13.01,EUTHANIZE,UNTREATABLE,Other,Other,DOMESTIC SH,
15050,DOG,Male,SMALL,8.01,EUTHANIZE,UNTREATABLE,TAN,,CHIHUAHUA SH,
15051,CAT,Male,KITTN OR PUPPY,0.16,ADOPTION,HEALTHY,WHITE,BRN TABBY,DOMESTIC SH,
15055,CAT,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,BLACK,,DOMESTIC LH,
15057,DOG,Female,LARGE,0.79,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,MIX
15063,CAT,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,BLACK,DOMESTIC SH,
15065,DOG,Female,LARGE,1.0,EUTHANIZE,UNTREATABLE,BLACK,,GERM SHEPHERD,
15067,CAT,Female,SMALL,1.98,EUTHANIZE,HEALTHY,CALICO,,DOMESTIC SH,
15068,DOG,Female,MED,1.77,EUTHANIZE,UNTREATABLE,GRAY,,CATAHOULA,MIX
15069,DOG,Male,SMALL,0.79,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
15071,CAT,Male,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,LYNX PT,,SIAMESE,MIX
15072,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,LYNX PT,,SIAMESE,MIX
15075,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,GRAY,,DOMESTIC SH,
15077,CAT,Female,KITTN OR PUPPY,0.17,ADOPTION,TREATABLE/REHAB,LYNX PT,,SIAMESE,MIX
15078,CAT,Male,KITTN OR PUPPY,0.21,ADOPTION,HEALTHY,LYNX PT,,SIAMESE,MIX
15079,DOG,Male,SMALL,0.16,ADOPTION,HEALTHY,WHITE,BLACK,PIT BULL,BORDER COLLIE
15080,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,GRAY,,DOMESTIC SH,
15081,DOG,Male,LARGE,1.98,EUTHANIZE,UNTREATABLE,WHITE,BLUE,PIT BULL,
15082,CAT,Male,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,GRAY,,DOMESTIC SH,
15083,CAT,Female,KITTN OR PUPPY,0.08,ADOPTION,TREATABLE/REHAB,WHITE,BLACK,DOMESTIC SH,
15084,DOG,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,BLACK,BEAGLE,MIX
15086,DOG,Male,KITTN OR PUPPY,0.17,ADOPTION,HEALTHY,WHITE,TAN,PARSON RUSS TER,MIX
15087,DOG,Male,LARGE,0.87,EUTHANIZE,UNTREATABLE,BLACK,,GERM SHEPHERD,
15091,DOG,Female,MED,0.95,ADOPTION,HEALTHY,TAN,BLACK,GERM SHEPHERD,
15092,DOG,Female,MED,1.45,EUTHANIZE,TREATABLE/MANAGEABLE,WHITE,BLACK,PIT BULL,
15093,DOG,Female,MED,4.75,EUTHANIZE,UNTREATABLE,WHITE,GRAY,SIBERIAN HUSKY,
15095,CAT,Female,KITTN OR PUPPY,0.17,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC MH,
15098,CAT,Male,KITTN OR PUPPY,0.17,EUTHANIZE,UNTREATABLE,GRAY,,DOMESTIC MH,
15099,CAT,Male,SMALL,1.0,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
15100,CAT,Male,SMALL,2.0,ADOPTION,HEALTHY,Other,,SIAMESE,MIX
15104,CAT,Female,SMALL,3.0,ADOPTION,HEALTHY,GRAY,,DOMESTIC SH,
15106,CAT,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,GRAY,,DOMESTIC MH,
15107,CAT,Male,KITTN OR PUPPY,0.3,ADOPTION,HEALTHY,Other,,SIAMESE,
15108,CAT,Male,SMALL,3.0,ADOPTION,HEALTHY,GRAY,,MIX,Other
15109,CAT,Female,KITTN OR PUPPY,0.25,ADOPTION,HEALTHY,Other,,SIAMESE,
15110,CAT,Male,SMALL,1.98,EUTHANIZE,UNTREATABLE,BROWN,Other,DOMESTIC SH,
15111,CAT,Unknown,SMALL,0.34,EUTHANIZE,UNTREATABLE,BLACK,,DOMESTIC SH,
15113,CAT,Male,SMALL,0.13,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
15114,CAT,Male,SMALL,0.13,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
15117,CAT,Male,SMALL,0.22,ADOPTION,HEALTHY,BLACK,,DOMESTIC SH,
